word,level,difficulty,meaning_zh,pos,topic,example,example_zh,parts_json,note,is_basic,accepted,source,phonetic,definition_source,content_status,display_word,example_kind,story_title,story_zh,teacher_prompt,cloze,cloze_answer,cloze_zh,cloze_type,materials_version,example_source,examples_json,student_prompt
contact,PET,1,联系,n; v.,日常沟通,We talked about the contact today.,我们今天谈到了联系。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kɒntækt,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,contact,discussion,contact · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了联系。小乐说：“We talked about the contact today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,contact,我们今天谈到了联系。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 contact 说一句自己的话。
contain,PET,1,包含；容纳；控制,v.,日常沟通,These boxes contain books.,这些箱子里装着书。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kәn'tein,https://github.com/skywind3000/ECDICT,offline-materials,contain,authored,contain · 单词里的小故事,小乐和朋友交换今天的小发现。这些箱子里装着书。小乐说：“These boxes contain books.”朋友听懂了，也想起自己遇到过的事。,,These boxes __________ books.,contain,这些箱子里装着书。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 contain 说一句自己的话。
contents,PET,3,目录,n.,日常沟通,We talked about the contents today.,我们今天谈到了目录。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kɒntents,https://github.com/skywind3000/ECDICT,offline-materials,contents,discussion,contents · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了目录。小乐说：“We talked about the contents today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,contents,我们今天谈到了目录。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 contents 说一句自己的话。
contest,PET,2,竞赛；争论,n.,日常沟通,We talked about the contest today.,我们今天谈到了竞赛。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kɒntest,https://github.com/skywind3000/ECDICT,offline-materials,contest,discussion,contest · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了竞赛。小乐说：“We talked about the contest today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,contest,我们今天谈到了竞赛。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 contest 说一句自己的话。
continent,PET,2,大陆；洲,n.,日常沟通,We visited the continent today.,我们今天参观了大陆。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kɒntinәnt,https://github.com/skywind3000/ECDICT,offline-materials,continent,place,continent · 单词里的小故事,小乐把今天的外出经历记进了日记。我们今天参观了大陆。小乐说：“We visited the continent today.”朋友听懂了，也想起自己遇到过的事。,,We visited the __________ today.,continent,我们今天参观了大陆。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 continent 说一句自己的话。
continue,PET,1,继续；延续；延长,v.,日常沟通,We will continue the game tomorrow.,我们明天会继续比赛。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kәn'tinju:,https://github.com/skywind3000/ECDICT,offline-materials,continue,authored,continue · 单词里的小故事,小乐和朋友交换今天的小发现。我们明天会继续比赛。小乐说：“We will continue the game tomorrow.”朋友听懂了，也想起自己遇到过的事。,,We will __________ the game tomorrow.,continue,我们明天会继续比赛。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 continue 说一句自己的话。
contract,PET,1,合同,n.,日常沟通,We talked about the contract today.,我们今天谈到了合同。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kɒntrækt,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,contract,discussion,contract · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了合同。小乐说：“We talked about the contract today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,contract,我们今天谈到了合同。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 contract 说一句自己的话。
control,PET,1,控制；管理；克制,n; v.,日常沟通,We talked about the control today.,我们今天谈到了控制。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kәn'trәul,https://github.com/skywind3000/ECDICT,offline-materials,control,discussion,control · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了控制。小乐说：“We talked about the control today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,control,我们今天谈到了控制。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 control 说一句自己的话。
convenient,PET,2,方便的；合宜的,adj.,日常沟通,The bus is a convenient way to travel.,坐公交车是一种方便的出行方式。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kәn'vi:njәnt,https://github.com/skywind3000/ECDICT,offline-materials,convenient,authored,convenient · 单词里的小故事,小乐和朋友交换今天的小发现。坐公交车是一种方便的出行方式。小乐说：“The bus is a convenient way to travel.”朋友听懂了，也想起自己遇到过的事。,,The bus is a __________ way to travel.,convenient,坐公交车是一种方便的出行方式。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 convenient 说一句自己的话。
conversation,PET,1,会话；说话；交谈,n.,日常沟通,We learn about conversation at school.,我们在学校学习会话。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,.kɒnvә'seiʃәn,https://github.com/skywind3000/ECDICT,offline-materials,conversation,school,conversation · 单词里的小故事,小乐把今天在学校学到的内容讲给家人听。我们在学校学习会话。小乐说：“We learn about conversation at school.”朋友听懂了，也想起自己遇到过的事。,,We learn about __________ at school.,conversation,我们在学校学习会话。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,"[{""en"": ""We had a short conversation on the bus."", ""zh"": ""我们在公交车上简短地聊了一会儿。""}]",想象你也在这个场景里。用 conversation 说一句自己的话。
convince,PET,2,说服；使相信,v.,日常沟通,Can you convince him to join us?,你能说服他加入我们吗？,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kәn'vins,https://github.com/skywind3000/ECDICT,offline-materials,convince,authored,convince · 单词里的小故事,小乐和朋友交换今天的小发现。你能说服他加入我们吗？小乐说：“Can you convince him to join us?”朋友听懂了，也想起自己遇到过的事。,,Can you __________ him to join us?,convince,你能说服他加入我们吗？,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 convince 说一句自己的话。
cook,PET,2,厨师；做饭,n; v.,日常沟通,This story is about a cook.,这个故事讲的是一位厨师。,"[{""text"": ""cook"", ""kind"": ""root"", ""meaning"": ""烹饪""}]",这个词本身可以作为词基，与相关派生词联系起来理解。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kuk,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,cook,person,cook · 单词里的小故事,读书会轮到小乐介绍故事里的一个人物。这个故事讲的是一位厨师。小乐说：“This story is about a cook.”朋友听懂了，也想起自己遇到过的事。,,This story is about a __________.,cook,这个故事讲的是一位厨师。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 cook 说一句自己的话。
cooker,PET,3,炊事用具；炉灶；锅,n.,日常沟通,We need the cooker today.,我们今天需要炊事用具。,"[{""text"": ""cook"", ""kind"": ""root"", ""meaning"": ""烹饪""}, {""text"": ""-er"", ""kind"": ""suffix"", ""meaning"": ""做某事的人或物"", ""story"": ""表示做事者的 -er 有古英语 -ere 等历史来源。它常把动作变成做这个动作的人或工具。先找到动作，再问“谁来做”，就能串起一组词。比较级里的 -er 是另一种用法。"", ""source"": ""https://www.merriam-webster.com/dictionary/-er""}]",先理解词基，再看词缀如何改变含义或词性。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kukә,https://github.com/skywind3000/ECDICT,offline-materials,cooker,equipment,cooker · 单词里的小故事,班级活动开始前，小乐负责核对需要的东西。我们今天需要炊事用具。小乐说：“We need the cooker today.”朋友听懂了，也想起自己遇到过的事。,,We need the __________ today.,cooker,我们今天需要炊事用具。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 cooker 说一句自己的话。
cookery,PET,3,烹调法；烹调术,n.,日常沟通,We talked about the cookery today.,我们今天谈到了烹调法。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kukәri,https://github.com/skywind3000/ECDICT,offline-materials,cookery,discussion,cookery · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了烹调法。小乐说：“We talked about the cookery today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,cookery,我们今天谈到了烹调法。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 cookery 说一句自己的话。
cookie,PET,3,饼干；小甜点,n.,日常沟通,This cookie tastes good.,这份饼干味道很好。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kuki,https://github.com/skywind3000/ECDICT,offline-materials,cookie,food,cookie · 单词里的小故事,小乐第一次给家人当小帮手，端出一份食物。这份饼干味道很好。小乐说：“This cookie tastes good.”朋友听懂了，也想起自己遇到过的事。,,This __________ tastes good.,cookie,这份饼干味道很好。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 cookie 说一句自己的话。
cooking,PET,2,烹饪,n.,日常沟通,We talked about the cooking today.,我们今天谈到了烹饪。,"[{""text"": ""cook"", ""kind"": ""root"", ""meaning"": ""烹饪""}, {""text"": ""-ing"", ""kind"": ""suffix"", ""meaning"": ""把动作当作活动或事物来表达"", ""story"": ""把动作变成名词的 -ing，可以追溯到古英语的 -ung、-ing。一个动作加上这样的结尾，就能作为一种活动来谈论。注意句子里的位置：-ing 也会用于进行时和形容词。"", ""source"": ""https://www.merriam-webster.com/dictionary/-ing""}]",先理解词基，再看词缀如何改变含义或词性。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kukiŋ,https://github.com/skywind3000/ECDICT,offline-materials,cooking,discussion,cooking · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了烹饪。小乐说：“We talked about the cooking today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,cooking,我们今天谈到了烹饪。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 cooking 说一句自己的话。
cool,PET,1,凉爽；凉爽的空气,"adj, exclam; v.",日常沟通,This box is cool.,这个盒子是凉爽。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,1,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ku:l,https://github.com/skywind3000/ECDICT,offline-materials,cool,object-quality,cool · 单词里的小故事,朋友闭上眼睛，让小乐描述面前的盒子。这个盒子是凉爽。小乐说：“This box is cool.”朋友听懂了，也想起自己遇到过的事。,,This box is __________.,cool,这个盒子是凉爽。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 cool 说一句自己的话。
copy,PET,1,复制；抄写,n; v.,日常沟通,Please copy this word.,请抄写这个词。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kɒpi,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,copy,authored,copy · 单词里的小故事,小乐和朋友交换今天的小发现。请抄写这个词。小乐说：“Please copy this word.”朋友听懂了，也想起自己遇到过的事。,,Please __________ this word.,copy,请抄写这个词。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 copy 说一句自己的话。
corn,PET,2,玉米,n.,日常沟通,This corn tastes good.,这份玉米味道很好。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kɒ:n,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,corn,food,corn · 单词里的小故事,小乐第一次给家人当小帮手，端出一份食物。这份玉米味道很好。小乐说：“This corn tastes good.”朋友听懂了，也想起自己遇到过的事。,,This __________ tastes good.,corn,这份玉米味道很好。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 corn 说一句自己的话。
correct,PET,1,正确的；合适的,adj.,日常沟通,Your answer is correct.,你的答案是正确的。,"[{""text"": ""correct"", ""kind"": ""root"", ""meaning"": ""正确的""}]",这个词本身可以作为词基，与相关派生词联系起来理解。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kә'rekt,https://github.com/skywind3000/ECDICT,offline-materials,correct,authored,correct · 单词里的小故事,小乐和朋友交换今天的小发现。你的答案是正确的。小乐说：“Your answer is correct.”朋友听懂了，也想起自己遇到过的事。,,Your answer is __________.,correct,你的答案是正确的。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 correct 说一句自己的话。
correction,PET,2,订正；改正；改正的地方,n.,日常沟通,We talked about the correction today.,我们今天谈到了订正。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kә'rekʃәn,https://github.com/skywind3000/ECDICT,offline-materials,correction,discussion,correction · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了订正。小乐说：“We talked about the correction today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,correction,我们今天谈到了订正。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 correction 说一句自己的话。
costume,PET,2,装束；服装,n.,日常沟通,I like your costume.,我喜欢你的装束。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kɒstju:m,https://github.com/skywind3000/ECDICT,offline-materials,costume,clothes,costume · 单词里的小故事,出门前，小乐注意到了朋友的穿着。我喜欢你的装束。小乐说：“I like your costume.”朋友听懂了，也想起自己遇到过的事。,,I like your __________.,costume,我喜欢你的装束。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 costume 说一句自己的话。
cosy,PET,2,温暖舒适的,adj.,日常沟通,The small room is cosy.,这个小房间很舒适。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,,https://github.com/skywind3000/ECDICT,offline-materials,cosy,authored,cosy · 单词里的小故事,小乐和朋友交换今天的小发现。这个小房间很舒适。小乐说：“The small room is cosy.”朋友听懂了，也想起自己遇到过的事。,,The small room is __________.,cosy,这个小房间很舒适。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 cosy 说一句自己的话。
cottage,PET,2,小屋；茅舍,n.,日常沟通,We visited the cottage today.,我们今天参观了小屋。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kɒtidʒ,https://github.com/skywind3000/ECDICT,offline-materials,cottage,place,cottage · 单词里的小故事,小乐把今天的外出经历记进了日记。我们今天参观了小屋。小乐说：“We visited the cottage today.”朋友听懂了，也想起自己遇到过的事。,,We visited the __________ today.,cottage,我们今天参观了小屋。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 cottage 说一句自己的话。
cotton,PET,2,棉花,n.,日常沟通,We need the cotton today.,我们今天需要棉花。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kɒtn,https://github.com/skywind3000/ECDICT,offline-materials,cotton,equipment,cotton · 单词里的小故事,班级活动开始前，小乐负责核对需要的东西。我们今天需要棉花。小乐说：“We need the cotton today.”朋友听懂了，也想起自己遇到过的事。,,We need the __________ today.,cotton,我们今天需要棉花。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 cotton 说一句自己的话。
cough,PET,2,咳嗽,n; v.,日常沟通,We talked about the cough today.,我们今天谈到了咳嗽。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kɒf,https://github.com/skywind3000/ECDICT,offline-materials,cough,discussion,cough · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了咳嗽。小乐说：“We talked about the cough today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,cough,我们今天谈到了咳嗽。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 cough 说一句自己的话。
could,PET,1,能；可以,mv.,日常沟通,"Could you open the door, please?",请你打开门好吗？,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,1,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kud,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,could,authored,could · 单词里的小故事,"小乐和朋友交换今天的小发现。请你打开门好吗？小乐说：“Could you open the door, please?”朋友听懂了，也想起自己遇到过的事。",,"__________ you open the door, please?",Could,请你打开门好吗？,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 could 说一句自己的话。
count,PET,1,计算；视为,v.,日常沟通,Count the apples in the bag.,数一数袋子里的苹果。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kaunt,https://github.com/skywind3000/ECDICT,offline-materials,count,authored,count · 单词里的小故事,小乐和朋友交换今天的小发现。数一数袋子里的苹果。小乐说：“Count the apples in the bag.”朋友听懂了，也想起自己遇到过的事。,,__________ the apples in the bag.,Count,数一数袋子里的苹果。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 count 说一句自己的话。
country,PET,1,国家；乡村,n.,日常沟通,China is a large country.,中国是一个大国。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kʌntri,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,country,authored,country · 单词里的小故事,小乐和朋友交换今天的小发现。中国是一个大国。小乐说：“China is a large country.”朋友听懂了，也想起自己遇到过的事。,,China is a large __________.,country,中国是一个大国。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 country 说一句自己的话。
couple,PET,1,对；夫妇；数个,n.,日常沟通,We talked about the couple today.,我们今天谈到了对。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kʌpl,https://github.com/skywind3000/ECDICT,offline-materials,couple,discussion,couple · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了对。小乐说：“We talked about the couple today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,couple,我们今天谈到了对。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 couple 说一句自己的话。
courage,PET,2,勇气；胆量,n.,日常沟通,We talked about the courage today.,我们今天谈到了勇气。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kʌridʒ,https://github.com/skywind3000/ECDICT,offline-materials,courage,discussion,courage · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了勇气。小乐说：“We talked about the courage today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,courage,我们今天谈到了勇气。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 courage 说一句自己的话。
court,PET,1,球场,n.,日常沟通,We visited the court today.,我们今天参观了球场。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kɒ:t,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,court,place,court · 单词里的小故事,小乐把今天的外出经历记进了日记。我们今天参观了球场。小乐说：“We visited the court today.”朋友听懂了，也想起自己遇到过的事。,,We visited the __________ today.,court,我们今天参观了球场。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 court 说一句自己的话。
cover,PET,1,覆盖；封面,n; v.,日常沟通,Cover the food with a plate.,用盘子盖住食物。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kʌvә,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,cover,authored,cover · 单词里的小故事,小乐和朋友交换今天的小发现。用盘子盖住食物。小乐说：“Cover the food with a plate.”朋友听懂了，也想起自己遇到过的事。,,__________ the food with a plate.,Cover,用盘子盖住食物。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 cover 说一句自己的话。
cow,PET,2,母牛；母兽,n.,日常沟通,We saw the cow in a picture.,我们在图片里看到了母牛。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kau,https://github.com/skywind3000/ECDICT,offline-materials,cow,animal,cow · 单词里的小故事,小乐翻开一本动物画册，在其中一页停了下来。我们在图片里看到了母牛。小乐说：“We saw the cow in a picture.”朋友听懂了，也想起自己遇到过的事。,,We saw the __________ in a picture.,cow,我们在图片里看到了母牛。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 cow 说一句自己的话。
crash,PET,2,哗啦声；猛撞；崩溃,n; v.,日常沟通,We talked about the crash today.,我们今天谈到了哗啦声。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kræʃ,https://github.com/skywind3000/ECDICT,offline-materials,crash,discussion,crash · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了哗啦声。小乐说：“We talked about the crash today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,crash,我们今天谈到了哗啦声。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 crash 说一句自己的话。
cream,PET,2,奶油；面霜；奶油色的,adj; n.,日常沟通,The wall is cream.,墙是奶油色的。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kri:m,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,cream,authored,cream · 单词里的小故事,小乐和朋友交换今天的小发现。墙是奶油色的。小乐说：“The wall is cream.”朋友听懂了，也想起自己遇到过的事。,,The wall is __________.,cream,墙是奶油色的。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 cream 说一句自己的话。
create,PET,1,创造；建造；引起,v.,日常沟通,Let's create a story together.,我们一起创作一个故事吧。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kri:'eit,https://github.com/skywind3000/ECDICT,offline-materials,create,authored,create · 单词里的小故事,小乐和朋友交换今天的小发现。我们一起创作一个故事吧。小乐说：“Let's create a story together.”朋友听懂了，也想起自己遇到过的事。,,Let's __________ a story together.,create,我们一起创作一个故事吧。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 create 说一句自己的话。
creative,PET,2,有创造力的,adj.,日常沟通,The students find a creative solution.,学生们找到了有创意的解决方法。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,kri:'eitiv,原创课堂释义与例句,offline-materials,creative,authored,creative · 单词里的小故事,小乐和朋友交换今天的小发现。学生们找到了有创意的解决方法。小乐说：“The students find a creative solution.”朋友听懂了，也想起自己遇到过的事。,,The students find a __________ solution.,creative,学生们找到了有创意的解决方法。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 creative 说一句自己的话。
credit,PET,1,信用；信任；荣誉,n.,日常沟通,We talked about the credit today.,我们今天谈到了信用。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'kredit,https://github.com/skywind3000/ECDICT,offline-materials,credit,discussion,credit · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了信用。小乐说：“We talked about the credit today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,credit,我们今天谈到了信用。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 credit 说一句自己的话。
credit card,PET,2,信用卡,n.,日常沟通,You can pay by credit card.,你可以用信用卡付款。,[],结合例句和场景整体记忆。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,,原创课堂释义与例句,offline-materials,credit card,authored,credit card · 单词里的小故事,小乐和朋友交换今天的小发现。你可以用信用卡付款。小乐说：“You can pay by credit card.”朋友听懂了，也想起自己遇到过的事。,,You can pay by __________.,credit card,你可以用信用卡付款。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 credit card 说一句自己的话。
cricket,PET,2,蟋蟀；板球,n.,日常沟通,I want to learn more about cricket.,我想多了解一些蟋蟀。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'krikit,https://github.com/skywind3000/ECDICT,offline-materials,cricket,activity,cricket · 单词里的小故事,班级要举办兴趣日，小乐选了自己想了解的活动。我想多了解一些蟋蟀。小乐说：“I want to learn more about cricket.”朋友听懂了，也想起自己遇到过的事。,,I want to learn more about __________.,cricket,我想多了解一些蟋蟀。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 cricket 说一句自己的话。
