word,level,difficulty,meaning_zh,pos,topic,example,example_zh,parts_json,note,is_basic,accepted,source,phonetic,definition_source,content_status,display_word,example_kind,story_title,story_zh,teacher_prompt,cloze,cloze_answer,cloze_zh,cloze_type,materials_version,example_source,examples_json,student_prompt
air force,PET,3,空军；美国航空队,n.,日常沟通,He wants to join the air force.,他想加入空军。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,,https://github.com/skywind3000/ECDICT,offline-materials,air force,authored,air force · 单词里的小故事,小乐和朋友交换今天的小发现。他想加入空军。小乐说：“He wants to join the air force.”朋友听懂了，也想起自己遇到过的事。,,He wants to join the __________.,air force,他想加入空军。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 air force 说一句自己的话。
airline,PET,2,航线；航线的设备；航空公司,n.,日常沟通,Look at the airline in this picture.,看看这张图片中的航线。,"[{""text"": ""air"", ""kind"": ""compound"", ""meaning"": ""空中""}, {""text"": ""line"", ""kind"": ""compound"", ""meaning"": ""路线""}]",两个已有成分组合成一个词。结合它们的意思理解整体词义，但不要把这种现代拆分当作完整的历史词源。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'єәlain,https://github.com/skywind3000/ECDICT,offline-materials,airline,transport,airline · 单词里的小故事,小乐和朋友观察一张出行图片，轮流指出里面的东西。看看这张图片中的航线。小乐说：“Look at the airline in this picture.”朋友听懂了，也想起自己遇到过的事。,,Look at the __________ in this picture.,airline,看看这张图片中的航线。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 airline 说一句自己的话。
alarm,PET,2,惊恐；警报；警钟,n.,日常沟通,We need the alarm today.,我们今天需要惊恐。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'lɑ:m,https://github.com/skywind3000/ECDICT,offline-materials,alarm,equipment,alarm · 单词里的小故事,班级活动开始前，小乐负责核对需要的东西。我们今天需要惊恐。小乐说：“We need the alarm today.”朋友听懂了，也想起自己遇到过的事。,,We need the __________ today.,alarm,我们今天需要惊恐。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 alarm 说一句自己的话。
alike,PET,2,一样；以同样的方式,adv.,日常沟通,The two bags look alike.,这两个包看起来很像。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'laik,https://github.com/skywind3000/ECDICT,offline-materials,alike,authored,alike · 单词里的小故事,小乐和朋友交换今天的小发现。这两个包看起来很像。小乐说：“The two bags look alike.”朋友听懂了，也想起自己遇到过的事。,,The two bags look __________.,alike,这两个包看起来很像。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 alike 说一句自己的话。
alive,PET,2,活着的；活泼的；敏感的,adj.,日常沟通,The person in the story is alive.,故事里的那个人是活着的。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'laiv,https://github.com/skywind3000/ECDICT,offline-materials,alive,person-quality,alive · 单词里的小故事,同学们在给故事人物选词卡，小乐找到了合适的一张。故事里的那个人是活着的。小乐说：“The person in the story is alive.”朋友听懂了，也想起自己遇到过的事。,,The person in the story is __________.,alive,故事里的那个人是活着的。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 alive 说一句自己的话。
aloud,PET,2,出声地；大声地,adv.,日常沟通,Please read the story aloud.,请大声读这个故事。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'laud,https://github.com/skywind3000/ECDICT,offline-materials,aloud,authored,aloud · 单词里的小故事,小乐和朋友交换今天的小发现。请大声读这个故事。小乐说：“Please read the story aloud.”朋友听懂了，也想起自己遇到过的事。,,Please read the story __________.,aloud,请大声读这个故事。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 aloud 说一句自己的话。
alphabet,PET,3,字母,n.,日常沟通,We learn about alphabet at school.,我们在学校学习字母。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'ælfәbit,https://github.com/skywind3000/ECDICT,offline-materials,alphabet,school,alphabet · 单词里的小故事,小乐把今天在学校学到的内容讲给家人听。我们在学校学习字母。小乐说：“We learn about alphabet at school.”朋友听懂了，也想起自己遇到过的事。,,We learn about __________ at school.,alphabet,我们在学校学习字母。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 alphabet 说一句自己的话。
altogether,PET,2,完全地；总而言之,adv.,日常沟通,There are ten children altogether.,一共有十个孩子。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,.ɒ:ltә'geðә,https://github.com/skywind3000/ECDICT,offline-materials,altogether,authored,altogether · 单词里的小故事,小乐和朋友交换今天的小发现。一共有十个孩子。小乐说：“There are ten children altogether.”朋友听懂了，也想起自己遇到过的事。,,There are ten children __________.,altogether,一共有十个孩子。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 altogether 说一句自己的话。
ambition,PET,2,野心；志向,n.,日常沟通,We talked about the ambition today.,我们今天谈到了野心。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,æm'biʃәn,https://github.com/skywind3000/ECDICT,offline-materials,ambition,discussion,ambition · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了野心。小乐说：“We talked about the ambition today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,ambition,我们今天谈到了野心。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 ambition 说一句自己的话。
amount,PET,1,总数；总额,n.,日常沟通,We need a small amount of water.,我们需要少量水。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'maunt,https://github.com/skywind3000/ECDICT,offline-materials,amount,authored,amount · 单词里的小故事,小乐和朋友交换今天的小发现。我们需要少量水。小乐说：“We need a small amount of water.”朋友听懂了，也想起自己遇到过的事。,,We need a small __________ of water.,amount,我们需要少量水。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 amount 说一句自己的话。
amusing,PET,2,有趣的；引人发笑的,adj.,日常沟通,It is an amusing story.,这是一个有趣的故事。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'mju:ziŋ,https://github.com/skywind3000/ECDICT,offline-materials,amusing,story-quality,amusing · 单词里的小故事,读完一本故事书，小乐想用一句话向朋友介绍它。这是一个有趣的故事。小乐说：“It is an amusing story.”朋友听懂了，也想起自己遇到过的事。,,It is an __________ story.,amusing,这是一个有趣的故事。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 amusing 说一句自己的话。
ancient,PET,1,古代的；古老的；年老的,adj.,日常沟通,It is an ancient story.,这是一个古代的故事。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'einʃәnt,https://github.com/skywind3000/ECDICT,offline-materials,ancient,story-quality,ancient · 单词里的小故事,读完一本故事书，小乐想用一句话向朋友介绍它。这是一个古代的故事。小乐说：“It is an ancient story.”朋友听懂了，也想起自己遇到过的事。,,It is an __________ story.,ancient,这是一个古代的故事。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 ancient 说一句自己的话。
ankle,PET,2,踝,n.,日常沟通,We learn about the ankle at school.,我们在学校了解踝。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'æŋkl,https://github.com/skywind3000/ECDICT,offline-materials,ankle,body,ankle · 单词里的小故事,小乐在课堂上做一张认识自己的知识卡。我们在学校了解踝。小乐说：“We learn about the ankle at school.”朋友听懂了，也想起自己遇到过的事。,,We learn about the __________ at school.,ankle,我们在学校了解踝。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 ankle 说一句自己的话。
anniversary,PET,2,周年纪念,n.,日常沟通,We talked about the anniversary today.,我们今天谈到了周年纪念。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,æni'vә:sәri,https://github.com/skywind3000/ECDICT,offline-materials,anniversary,discussion,anniversary · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了周年纪念。小乐说：“We talked about the anniversary today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,anniversary,我们今天谈到了周年纪念。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 anniversary 说一句自己的话。
announce,PET,1,宣布；声称；显示,v.,日常沟通,They will announce the result today.,他们今天会宣布结果。,"[{""text"": ""announce"", ""kind"": ""root"", ""meaning"": ""宣布""}]",这个词本身可以作为词基，与相关派生词联系起来理解。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'nauns,https://github.com/skywind3000/ECDICT,offline-materials,announce,authored,announce · 单词里的小故事,小乐和朋友交换今天的小发现。他们今天会宣布结果。小乐说：“They will announce the result today.”朋友听懂了，也想起自己遇到过的事。,,They will __________ the result today.,announce,他们今天会宣布结果。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 announce 说一句自己的话。
announcement,PET,2,公告；发表；告知,n.,日常沟通,We talked about the announcement today.,我们今天谈到了公告。,"[{""text"": ""announce"", ""kind"": ""root"", ""meaning"": ""宣布""}, {""text"": ""-ment"", ""kind"": ""suffix"", ""meaning"": ""行为、结果或状态（构成名词）"", ""story"": ""-ment 经由法语进入英语，更早来自拉丁语 -mentum。它常给动作、结果或状态取名字。想象一个动作发生了，我们还想谈论这件事本身，这时就可能遇见它。"", ""source"": ""https://www.merriam-webster.com/dictionary/-ment""}]",先理解词基，再看词缀如何改变含义或词性。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'naunsmәnt,https://github.com/skywind3000/ECDICT,offline-materials,announcement,discussion,announcement · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了公告。小乐说：“We talked about the announcement today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,announcement,我们今天谈到了公告。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 announcement 说一句自己的话。
annoy,PET,3,使恼怒；骚扰,v.,日常沟通,Loud sounds annoy me.,很大的声音让我心烦。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'nɒi,https://github.com/skywind3000/ECDICT,offline-materials,annoy,authored,annoy · 单词里的小故事,小乐和朋友交换今天的小发现。很大的声音让我心烦。小乐说：“Loud sounds annoy me.”朋友听懂了，也想起自己遇到过的事。,,Loud sounds __________ me.,annoy,很大的声音让我心烦。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 annoy 说一句自己的话。
annoyed,PET,3,恼怒的；烦闷的,adj.,日常沟通,I feel annoyed today.,我今天感到恼怒的。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,,https://github.com/skywind3000/ECDICT,offline-materials,annoyed,feeling,annoyed · 单词里的小故事,老师请大家用一个词说说今天的感受，小乐先举了手。我今天感到恼怒的。小乐说：“I feel annoyed today.”朋友听懂了，也想起自己遇到过的事。,,I feel __________ today.,annoyed,我今天感到恼怒的。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 annoyed 说一句自己的话。
annual,PET,1,每年的；一年一次的；全年的,adj.,日常沟通,We have an annual school party.,我们每年有一次学校聚会。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'ænjuәl,https://github.com/skywind3000/ECDICT,offline-materials,annual,authored,annual · 单词里的小故事,小乐和朋友交换今天的小发现。我们每年有一次学校聚会。小乐说：“We have an annual school party.”朋友听懂了，也想起自己遇到过的事。,,We have an __________ school party.,annual,我们每年有一次学校聚会。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 annual 说一句自己的话。
answerphone,PET,3,电话答录机,n.,日常沟通,We need the answerphone today.,我们今天需要电话答录机。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'ænsɚ'fon,https://github.com/skywind3000/ECDICT,offline-materials,answerphone,equipment,answerphone · 单词里的小故事,班级活动开始前，小乐负责核对需要的东西。我们今天需要电话答录机。小乐说：“We need the answerphone today.”朋友听懂了，也想起自己遇到过的事。,,We need the __________ today.,answerphone,我们今天需要电话答录机。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 answerphone 说一句自己的话。
ant,PET,2,蚂蚁,n.,日常沟通,We saw the ant in a picture.,我们在图片里看到了蚂蚁。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ænt,https://github.com/skywind3000/ECDICT,offline-materials,ant,animal,ant · 单词里的小故事,小乐翻开一本动物画册，在其中一页停了下来。我们在图片里看到了蚂蚁。小乐说：“We saw the ant in a picture.”朋友听懂了，也想起自己遇到过的事。,,We saw the __________ in a picture.,ant,我们在图片里看到了蚂蚁。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 ant 说一句自己的话。
antique,PET,2,古老的；古风的；旧式的,adj; n.,日常沟通,This is an antique clock.,这是一只古董钟。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,æn'ti:k,https://github.com/skywind3000/ECDICT,offline-materials,antique,authored,antique · 单词里的小故事,小乐和朋友交换今天的小发现。这是一只古董钟。小乐说：“This is an antique clock.”朋友听懂了，也想起自己遇到过的事。,,This is an __________ clock.,antique,这是一只古董钟。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 antique 说一句自己的话。
anxious,PET,2,忧虑的；发愁的；渴望的,adj.,日常沟通,I feel anxious today.,我今天感到忧虑的。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'æŋʃәs,https://github.com/skywind3000/ECDICT,offline-materials,anxious,feeling,anxious · 单词里的小故事,老师请大家用一个词说说今天的感受，小乐先举了手。我今天感到忧虑的。小乐说：“I feel anxious today.”朋友听懂了，也想起自己遇到过的事。,,I feel __________ today.,anxious,我今天感到忧虑的。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 anxious 说一句自己的话。
apart,PET,2,成零碎；成距离；分别地,adv.,日常沟通,The two houses are far apart.,这两座房子相隔很远。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'pɑ:t,https://github.com/skywind3000/ECDICT,offline-materials,apart,authored,apart · 单词里的小故事,小乐和朋友交换今天的小发现。这两座房子相隔很远。小乐说：“The two houses are far apart.”朋友听懂了，也想起自己遇到过的事。,,The two houses are far __________.,apart,这两座房子相隔很远。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 apart 说一句自己的话。
apart from,PET,3,除了...之外,adv.,日常沟通,Everyone came apart from Tom.,除了汤姆，大家都来了。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,,https://github.com/skywind3000/ECDICT,offline-materials,apart from,authored,apart from · 单词里的小故事,小乐和朋友交换今天的小发现。除了汤姆，大家都来了。小乐说：“Everyone came apart from Tom.”朋友听懂了，也想起自己遇到过的事。,,Everyone came __________ Tom.,apart from,除了汤姆，大家都来了。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 apart from 说一句自己的话。
apologise,PET,2,道歉（等于apologize）,v.,日常沟通,I want to apologise for being late.,我想为迟到道歉。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'pɔlәdʒaiz,https://github.com/skywind3000/ECDICT,offline-materials,apologise,authored,apologise · 单词里的小故事,小乐和朋友交换今天的小发现。我想为迟到道歉。小乐说：“I want to apologise for being late.”朋友听懂了，也想起自己遇到过的事。,,I want to __________ for being late.,apologise,我想为迟到道歉。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 apologise 说一句自己的话。
apology,PET,2,道歉；辩护,n.,日常沟通,We talked about the apology today.,我们今天谈到了道歉。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'pɒlәdʒi,https://github.com/skywind3000/ECDICT,offline-materials,apology,discussion,apology · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了道歉。小乐说：“We talked about the apology today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,apology,我们今天谈到了道歉。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 apology 说一句自己的话。
appear,PET,1,出现；显得；来到,v.,日常沟通,Stars appear in the night sky.,星星出现在夜空中。,"[{""text"": ""appear"", ""kind"": ""root"", ""meaning"": ""出现""}]",这个词本身可以作为词基，与相关派生词联系起来理解。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'piә,https://github.com/skywind3000/ECDICT,offline-materials,appear,authored,appear · 单词里的小故事,小乐和朋友交换今天的小发现。星星出现在夜空中。小乐说：“Stars appear in the night sky.”朋友听懂了，也想起自己遇到过的事。,,Stars __________ in the night sky.,appear,星星出现在夜空中。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 appear 说一句自己的话。
appearance,PET,1,外貌；出现,n.,日常沟通,We talked about the appearance today.,我们今天谈到了外貌。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'piәrәns,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,appearance,discussion,appearance · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了外貌。小乐说：“We talked about the appearance today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,appearance,我们今天谈到了外貌。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 appearance 说一句自己的话。
application,PET,1,应用；申请；志愿书,n.,日常沟通,We talked about the application today.,我们今天谈到了应用。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,.æpli'keiʃәn,https://github.com/skywind3000/ECDICT,offline-materials,application,discussion,application · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了应用。小乐说：“We talked about the application today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,application,我们今天谈到了应用。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 application 说一句自己的话。
apply,PET,1,涂；应用,v.,日常沟通,I want to apply for this job.,我想申请这份工作。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'plai,https://github.com/skywind3000/ECDICT,offline-materials,apply,authored,apply · 单词里的小故事,小乐和朋友交换今天的小发现。我想申请这份工作。小乐说：“I want to apply for this job.”朋友听懂了，也想起自己遇到过的事。,,I want to __________ for this job.,apply,我想申请这份工作。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 apply 说一句自己的话。
approach,PET,1,接近；近似；找...商量,v.,日常沟通,Please approach the dog slowly.,请慢慢靠近那只狗。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'prәutʃ,https://github.com/skywind3000/ECDICT,offline-materials,approach,authored,approach · 单词里的小故事,小乐和朋友交换今天的小发现。请慢慢靠近那只狗。小乐说：“Please approach the dog slowly.”朋友听懂了，也想起自己遇到过的事。,,Please __________ the dog slowly.,approach,请慢慢靠近那只狗。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 approach 说一句自己的话。
approve,PET,1,赞同；核准；为...提供证据,v.,日常沟通,My parents approve of the plan.,我的父母赞成这个计划。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'pru:v,https://github.com/skywind3000/ECDICT,offline-materials,approve,authored,approve · 单词里的小故事,小乐和朋友交换今天的小发现。我的父母赞成这个计划。小乐说：“My parents approve of the plan.”朋友听懂了，也想起自己遇到过的事。,,My parents __________ of the plan.,approve,我的父母赞成这个计划。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 approve 说一句自己的话。
approximately,PET,2,大约；大致；近于,adv.,日常沟通,The trip takes approximately two hours.,这趟旅行大约需要两小时。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'prɒksimәtli,https://github.com/skywind3000/ECDICT,offline-materials,approximately,authored,approximately · 单词里的小故事,小乐和朋友交换今天的小发现。这趟旅行大约需要两小时。小乐说：“The trip takes approximately two hours.”朋友听懂了，也想起自己遇到过的事。,,The trip takes __________ two hours.,approximately,这趟旅行大约需要两小时。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 approximately 说一句自己的话。
architect,PET,2,建筑师；设计者；缔造者,n.,日常沟通,This story is about an architect.,这个故事讲的是一位建筑师。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'ɑ:kitekt,https://github.com/skywind3000/ECDICT,offline-materials,architect,person,architect · 单词里的小故事,读书会轮到小乐介绍故事里的一个人物。这个故事讲的是一位建筑师。小乐说：“This story is about an architect.”朋友听懂了，也想起自己遇到过的事。,,This story is about an __________.,architect,这个故事讲的是一位建筑师。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 architect 说一句自己的话。
architecture,PET,2,建筑学；建筑式样,n.,日常沟通,We talked about the architecture today.,我们今天谈到了建筑学。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'ɑ:kitektʃә,https://github.com/skywind3000/ECDICT,offline-materials,architecture,discussion,architecture · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了建筑学。小乐说：“We talked about the architecture today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,architecture,我们今天谈到了建筑学。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 architecture 说一句自己的话。
argue,PET,1,提出理由；争论；辩论,v.,日常沟通,Please do not argue about the game.,请不要为这场游戏争吵。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'ɑ:gju,https://github.com/skywind3000/ECDICT,offline-materials,argue,authored,argue · 单词里的小故事,小乐和朋友交换今天的小发现。请不要为这场游戏争吵。小乐说：“Please do not argue about the game.”朋友听懂了，也想起自己遇到过的事。,,Please do not __________ about the game.,argue,请不要为这场游戏争吵。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 argue 说一句自己的话。
argument,PET,1,争论；论证；论据,n.,日常沟通,We talked about the argument today.,我们今天谈到了争论。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'ɑ:gjumәnt,https://github.com/skywind3000/ECDICT,offline-materials,argument,discussion,argument · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了争论。小乐说：“We talked about the argument today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,argument,我们今天谈到了争论。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 argument 说一句自己的话。
arithmetic,PET,3,算术；算术知识,n.,日常沟通,We learn about arithmetic at school.,我们在学校学习算术。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,ә'riθmәtik,https://github.com/skywind3000/ECDICT,offline-materials,arithmetic,school,arithmetic · 单词里的小故事,小乐把今天在学校学到的内容讲给家人听。我们在学校学习算术。小乐说：“We learn about arithmetic at school.”朋友听懂了，也想起自己遇到过的事。,,We learn about __________ at school.,arithmetic,我们在学校学习算术。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 arithmetic 说一句自己的话。
army,PET,1,军队,n.,日常沟通,We talked about the army today.,我们今天谈到了军队。,[],结合常用释义整体记忆。先听老师读，再用自己的生活场景解释。,0,,https://www.cambridgeenglish.org/images/506887-b1-preliminary-vocabulary-list.pdf,'ɑ:mi,常用义教学修订；原词典见 ECDICT-LICENSE.txt,offline-materials,army,discussion,army · 单词里的小故事,小乐和朋友聊起今天的一件事。我们今天谈到了军队。小乐说：“We talked about the army today.”朋友听懂了，也想起自己遇到过的事。,,We talked about the __________ today.,army,我们今天谈到了军队。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 army 说一句自己的话。
